sample_id,lambda0_HM,lambda1_HM,lambda2_HM,lambda3_HM,gamma0_MH,gamma1_MH,gamma2_MH,gamma3_MH,delta0_HM,delta1_HM,delta2_HM,delta3_HM,eta0_MH,eta1_MH,eta2_MH,eta3_MH,p0_mortality,p1_mortality
438,0.01,0.596313692,0.244475435,0.353897609,0.072,0.230307912,0.558962816,0.165997407,0.01,0.232905618,0.280093085,0.446029324,0.072,0.143319319,0.519884686,0.150909401,0.05,0.250828405
439,0.01,0.0817453,0.518684535,0.71651856,0.072,0.095849681,0.550009713,0.257237749,0.01,0.747114936,0.534687834,0.238253627,0.072,0.106955834,0.172521506,0.052833888,0.05,0.040283031
440,0.01,0.082681748,0.3341254,0.628506917,0.072,0.080305859,0.074022006,0.365467643,0.01,0.155774556,0.07711193,0.131810377,0.072,0.524679433,0.466595672,0.201108671,0.05,0.183629815
441,0.01,0.424447782,0.534928168,0.53931021,0.072,0.357120921,0.151145577,0.022155647,0.01,0.359897758,0.703869369,0.449902834,0.072,0.472798112,0.563242627,0.092934004,0.05,0.193697739
442,0.01,0.532691923,0.774164803,0.77862458,0.072,0.390033451,0.138373202,0.453579716,0.01,0.084553016,0.61675245,0.719054938,0.072,0.217449368,0.358200848,0.244321072,0.05,0.122574215
443,0.01,0.245193002,0.6020824,0.739579486,0.072,0.534346488,0.09927577,0.496854393,0.01,0.582570839,0.199741547,0.053154844,0.072,0.152222448,0.518134278,0.359645487,0.05,0.201895305
444,0.01,0.203150357,0.568316643,0.02221599,0.072,0.213182524,0.355995902,0.082982849,0.01,0.650172824,0.185674726,0.515302079,0.072,0.230151977,0.338552762,0.061031914,0.05,0.004735584
445,0.01,0.718555898,0.213007707,0.647544832,0.072,0.567630971,0.120092955,0.150616981,0.01,0.523659232,0.762704421,0.723493335,0.072,0.285633295,0.45162264,0.077103645,0.05,0.273682692
446,0.01,0.761839055,0.129345877,0.236544269,0.072,0.056888039,0.154335596,0.463462888,0.01,0.29886933,0.069833604,0.270358165,0.072,0.557425734,0.357660282,0.236379418,0.05,0.046630784
447,0.01,0.77907967,0.648470717,0.222367069,0.072,0.039799019,0.032163317,0.068374789,0.01,0.458807181,0.733723103,0.392427308,0.072,0.478793034,0.2532636,0.402475454,0.05,0.204924366
448,0.01,0.137431328,0.285360687,0.503468704,0.072,0.040155673,0.205354827,0.303766097,0.01,0.78701735,0.374881514,0.644684838,0.072,0.245414218,0.45234993,0.338195607,0.05,0.248246724
449,0.01,0.324644616,0.477400492,0.497714758,0.072,0.237073511,0.081969241,0.053141743,0.01,0.013170525,0.690092069,0.186815181,0.072,0.120135834,0.418068107,0.181769152,0.05,0.141692514
450,0.01,0.128383742,0.75819912,0.672749306,0.072,0.490632506,0.231047489,0.433021169,0.01,0.113662163,0.006809012,0.015778617,0.072,0.333189787,0.258664306,0.294232718,0.05,0.002089679
451,0.01,0.33392243,0.567273847,0.349728025,0.072,0.415900509,0.132354772,0.461864659,0.01,0.46486068,0.166502849,0.187009176,0.072,0.356721304,0.471405689,0.23607658,0.05,0.07232412
452,0.01,0.684939169,0.52872195,0.353987535,0.072,0.277127311,0.116017674,0.356023894,0.01,0.283406583,0.78655969,0.379344977,0.072,0.275983024,0.321403815,0.52071741,0.05,0.224229068
453,0.01,0.356392755,0.56777242,0.463126044,0.072,0.279664484,0.109235359,0.263515798,0.01,0.194196684,0.722725298,0.264971383,0.072,0.54088596,0.302775405,0.358717207,0.05,0.152023324
454,0.01,0.102210687,0.296898763,0.078325429,0.072,0.353837897,0.253824543,0.441895464,0.01,0.17417168,0.130007186,0.321002462,0.072,0.526300498,0.403519591,0.237948619,0.05,0.144836208
455,0.01,0.066528279,0.777814958,0.526461771,0.072,0.162109511,0.332739168,0.062185984,0.01,0.763010968,0.13808014,0.511943951,0.072,0.139418135,0.407574865,0.441234537,0.05,0.188557524
456,0.01,0.485454574,0.705050584,0.062115102,0.072,0.187959587,0.141027288,0.56119193,0.01,0.307617926,0.578764032,0.540932879,0.072,0.120462143,0.135750682,0.159769632,0.05,0.115115638
457,0.01,0.185116802,0.015524671,0.694720515,0.072,0.548466384,0.19401198,0.192271908,0.01,0.005602532,0.537398044,0.652097518,0.072,0.083273515,0.090690486,0.448767286,0.05,0.17256141
458,0.01,0.035439841,0.491812122,0.244045001,0.072,0.209435888,0.437207446,0.460611189,0.01,0.316281735,0.748250819,0.321105547,0.072,0.438402868,0.274842286,0.509798361,0.05,0.254173148
459,0.01,0.069059278,0.739829732,0.652172525,0.072,0.449464486,0.114117641,0.457307711,0.01,0.67160486,0.228428764,0.752285462,0.072,0.028320563,0.085148456,0.305346086,0.05,0.161221892
460,0.01,0.509668566,0.013405612,0.758689752,0.072,0.025326037,0.081259189,0.007960246,0.01,0.447818162,0.736490838,0.526098261,0.072,0.467269442,0.007543724,0.30786469,0.05,0.128677634
461,0.01,0.394184676,0.057048416,0.540703935,0.072,0.285829196,0.434604547,0.27564508,0.01,0.118011493,0.512122994,0.136185226,0.072,0.495520112,0.348250024,0.089291806,0.05,0.269454656
462,0.01,0.409508716,0.057589777,0.495197994,0.072,0.143816979,0.456497881,0.464522938,0.01,0.773368411,0.39647693,0.359415935,0.072,0.427974144,0.075243333,0.310648012,0.05,0.152949328
463,0.01,0.070683767,0.330207428,0.674094991,0.072,0.486295257,0.056366994,0.051529461,0.01,0.207529427,0.691065189,0.101833042,0.072,0.408958184,0.057462072,0.353942301,0.05,0.099698844
464,0.01,0.623242031,0.184615455,0.504969445,0.072,0.13386768,0.405359041,0.496249124,0.01,0.100173421,0.684610594,0.468924451,0.072,0.072198759,0.242843774,0.091368647,0.05,0.196097409
465,0.01,0.599505826,0.083579251,0.399850484,0.072,0.462707032,0.531740608,0.291678148,0.01,0.750720587,0.423194287,0.311410491,0.072,0.481779377,0.28001418,0.268040626,0.05,0.137287497
466,0.01,0.668960151,0.657233818,0.318780794,0.072,0.18931432,0.279415118,0.325334786,0.01,0.188286396,0.627224517,0.384321385,0.072,0.189737872,0.060674324,0.135664051,0.05,0.265798728
467,0.01,0.241028753,0.133398839,0.363931505,0.072,0.174425838,0.019970454,0.183546483,0.01,0.429845813,0.435852774,0.281681548,0.072,0.254067966,0.548414178,0.214333935,0.05,0.072303508
468,0.01,0.192338965,0.361634044,0.600020917,0.072,0.117001289,0.4028802,0.0120131,0.01,0.330957053,0.612933402,0.267599035,0.072,0.320202674,0.116428204,0.421453382,0.05,0.014638149
469,0.01,0.673508689,0.156575145,0.690774445,0.072,0.200236609,0.41048427,0.181319969,0.01,0.71567022,0.100043329,0.141030634,0.072,0.280041111,0.046541033,0.111316745,0.05,0.264254587
470,0.01,0.771426832,0.29724487,0.729395957,0.072,0.309460416,0.153213721,0.398962474,0.01,0.520532427,0.781409002,0.209387357,0.072,0.381729798,0.029549493,0.06455095,0.05,0.001097145
471,0.01,0.789573938,0.633796221,0.621511182,0.072,0.289524411,0.170438103,0.085918114,0.01,0.224893044,0.297017265,0.597484977,0.072,0.306527896,0.0440107,0.010240477,0.05,0.02865301
472,0.01,0.324293984,0.737222404,0.50354796,0.072,0.455437111,0.26490077,0.205426335,0.01,0.085636294,0.691987088,0.618696423,0.072,0.095491079,0.290964,0.276828891,0.05,0.175025635
473,0.01,0.747487646,0.458019439,0.426771641,0.072,0.028583426,0.035731446,0.106412977,0.01,0.02565191,0.587248788,0.57143094,0.072,0.077279941,0.474892816,0.087918468,0.05,0.084329164
474,0.01,0.19669175,0.294122608,0.201184375,0.072,0.277724126,0.231407677,0.560371471,0.01,0.044181817,0.112323287,0.041732456,0.072,0.355477799,0.03096127,0.475097771,0.05,0.143342817
475,0.01,0.416336023,0.443659661,0.134942828,0.072,0.112288092,0.181088239,0.337105964,0.01,0.165993043,0.091902064,0.76639234,0.072,0.012485671,0.455932126,0.447603965,0.05,0.083219952
476,0.01,0.107145027,0.115046631,0.550970978,0.072,0.365114144,0.444599543,0.532489306,0.01,0.546622617,0.123122714,0.192319667,0.072,0.478366039,0.118885851,0.041192676,0.05,0.196918415
477,0.01,0.317995821,0.726831642,0.513701506,0.072,0.051357979,0.53838253,0.146860526,0.01,0.266397867,0.317785727,0.040467194,0.072,0.28202076,0.070044903,0.227751146,0.05,0.098198741
478,0.01,0.610543666,0.634504704,0.121196177,0.072,0.208201074,0.212064595,0.086001132,0.01,0.630778269,0.558710379,0.150401611,0.072,0.208298044,0.060097254,0.356821347,0.05,0.033984139
479,0.01,0.778887993,0.616738839,0.308288454,0.072,0.328624314,0.517642152,0.314728391,0.01,0.137853804,0.299175651,0.666084443,0.072,0.365912993,0.36961145,0.492354604,0.05,0.250312456
480,0.01,0.726636132,0.074930863,0.429859542,0.072,0.420609408,0.429934448,0.344614803,0.01,0.131761995,0.629962238,0.568887953,0.072,0.048925118,0.26344398,0.098819163,0.05,0.094493573
481,0.01,0.014284063,0.316260596,0.434402768,0.072,0.351922913,0.376862516,0.475013466,0.01,0.170215697,0.09518064,0.672714366,0.072,0.088956079,0.553663726,0.478561714,0.05,0.14024545
482,0.01,0.775322926,0.076927616,0.239421951,0.072,0.362511468,0.198803901,0.52731561,0.01,0.05184461,0.434035347,0.466784351,0.072,0.370749574,0.145218415,0.207073731,0.05,0.236230548
483,0.01,0.154004787,0.653225599,0.444497784,0.072,0.432922506,0.405328984,0.117866529,0.01,0.449362062,0.685501291,0.341371827,0.072,0.549023557,0.256858177,0.081102242,0.05,0.10904171
484,0.01,0.751844901,0.252579471,0.685797546,0.072,0.500550387,0.198905946,0.04729035,0.01,0.572400748,0.246094716,0.618509655,0.072,0.251427954,0.27563151,0.441852543,0.05,0.107061733
485,0.01,0.350070603,0.29719047,0.290199007,0.072,0.298737656,0.459398084,0.205484401,0.01,0.414161229,0.529874587,0.212857163,0.072,0.157632953,0.530178656,0.410967638,0.05,0.161612269
486,0.01,0.511698843,0.02314656,0.488301343,0.072,0.28940104,0.309985818,0.204152734,0.01,0.064364379,0.152737995,0.751088323,0.072,0.232141351,0.265076033,0.029939161,0.05,0.010518544
487,0.01,0.566573343,0.425094785,0.401877728,0.072,0.138094733,0.423018416,0.095558377,0.01,0.150048447,0.363962615,0.226161091,0.072,0.140558973,0.366494982,0.369751951,0.05,0.23086478
488,0.01,0.329989768,0.057737222,0.216196444,0.072,0.556643103,0.338674871,0.403130664,0.01,0.005812685,0.409382528,0.029647639,0.072,0.32332276,0.522997843,0.550062066,0.05,0.151354749
489,0.01,0.361981796,0.746563504,0.532151767,0.072,0.036862791,0.264532128,0.13645917,0.01,0.371145414,0.359817802,0.459894394,0.072,0.202645639,0.093305615,0.286112639,0.05,0.232456808
490,0.01,0.52456966,0.267310614,0.739063188,0.072,0.5181339,0.118909891,0.022389188,0.01,0.58563388,0.653812106,0.764613007,0.072,0.505427072,0.341103748,0.301069729,0.05,0.007795494
491,0.01,0.194858593,0.363095654,0.496518081,0.072,0.316519041,0.421817242,0.158907617,0.01,0.44631256,0.069632372,0.326795764,0.072,0.426091353,0.393851685,0.562685075,0.05,0.077809515
492,0.01,0.393569546,0.260329027,0.34807646,0.072,0.486747674,0.388630755,0.501226597,0.01,0.160773776,0.689955283,0.047212197,0.072,0.504724391,0.186913907,0.178685776,0.05,0.143384801
493,0.01,0.743145248,0.037747278,0.27826247,0.072,0.48653289,0.224958943,0.113121118,0.01,0.335587403,0.304586476,0.723178799,0.072,0.432778725,0.286905636,0.561394482,0.05,0.130277709
494,0.01,0.046007886,0.207196714,0.344495679,0.072,0.089120691,0.538216992,0.435570174,0.01,0.211946888,0.466735581,0.569944834,0.072,0.534646432,0.500768878,0.292629184,0.05,0.216902734
495,0.01,0.444094356,0.436636073,0.090646147,0.072,0.07164619,0.300775093,0.152713358,0.01,0.016619153,0.571042971,0.025664411,0.072,0.338117246,0.306262075,0.550286744,0.05,0.135579679
496,0.01,0.050245135,0.435833495,0.664465975,0.072,0.566210393,0.244434923,0.181929686,0.01,0.716256105,0.151081282,0.486188843,0.072,0.230445793,0.023334783,0.197259853,0.05,0.074263986
497,0.01,0.542012012,0.749544493,0.211757278,0.072,0.460912653,0.031444376,0.305652734,0.01,0.05573455,0.737886063,0.605417512,0.072,0.37371555,0.467973145,0.367791244,0.05,0.271304431
498,0.01,0.564026779,0.730480302,0.408534195,0.072,0.066492587,0.300004946,0.072063766,0.01,0.468069849,0.381169518,0.491834564,0.072,0.005706685,0.110669399,0.279075685,0.05,0.266140997
499,0.01,0.303051142,0.335253901,0.56460991,0.072,0.342954286,0.169790053,0.233343713,0.01,0.171982841,0.763156953,0.103201161,0.072,0.211203294,0.014676536,0.125970751,0.05,0.218531919
500,0.01,0.158928434,0.063250088,0.374818012,0.072,0.005662525,0.048147176,0.458731494,0.01,0.609463942,0.722959668,0.675067194,0.072,0.38804372,0.029725063,0.444658015,0.05,0.236743027
501,0.01,0.631274895,0.401698438,0.183992453,0.072,0.480147426,0.413028476,0.557072347,0.01,0.122997152,0.178275021,0.167320538,0.072,0.450162588,0.106163344,0.037862783,0.05,0.279597026
502,0.01,0.019605597,0.659842808,0.288639805,0.072,0.478037581,0.315024439,0.512126538,0.01,0.731692459,0.007187563,0.059575619,0.072,0.142203758,0.380171156,0.504538608,0.05,0.128783746
503,0.01,0.479508762,0.148914884,0.635923799,0.072,0.549442367,0.152564194,0.281061141,0.01,0.068031727,0.441717959,0.397198919,0.072,0.082039923,0.251093609,0.189771442,0.05,0.146112645
504,0.01,0.462666925,0.006711507,0.601194727,0.072,0.404992118,0.208050667,0.030067611,0.01,0.596396706,0.754588377,0.189719761,0.072,0.183761981,0.104405721,0.327699718,0.05,0.043355591
505,0.01,0.281393215,0.550640281,0.442491627,0.072,0.219510737,0.238701774,0.319278981,0.01,0.004633135,0.062022796,0.696193874,0.072,0.044235266,0.401464443,0.522581677,0.05,0.075791409
506,0.01,0.292688235,0.449447911,0.696550086,0.072,0.535002374,0.420071925,0.049200024,0.01,0.528631783,0.32413994,0.37185379,0.072,0.027916286,0.108523295,0.449011729,0.05,0.127108473
507,0.01,0.238313171,0.303375068,0.674975616,0.072,0.425431442,0.154675146,0.066741045,0.01,0.199078595,0.727397596,0.459455182,0.072,0.303016759,0.338751565,0.207904055,0.05,0.225989966
508,0.01,0.413396137,0.092230843,0.101961449,0.072,0.304935995,0.531971884,0.175144005,0.01,0.686937523,0.603635513,0.19577183,0.072,0.020641545,0.057849247,0.413784554,0.05,0.055907527
509,0.01,0.293304027,0.396342341,0.573119853,0.072,0.064315335,0.230816118,0.275521412,0.01,0.427253381,0.646504907,0.135625774,0.072,0.458848265,0.393554947,0.315734622,0.05,0.195867804
510,0.01,0.325494014,0.109334093,0.52595454,0.072,0.29801387,0.363164887,0.191983308,0.01,0.716424596,0.464022196,0.067467963,0.072,0.255488667,0.429610239,0.451068431,0.05,0.138487175
511,0.01,0.706850581,0.211458065,0.324372971,0.072,0.510403045,0.509073815,0.389484853,0.01,0.678594632,0.070130881,0.683346031,0.072,0.182112107,0.101292299,0.135962067,0.05,0.117031182
512,0.01,0.198441684,0.253248393,0.106633004,0.072,0.168228403,0.325057207,0.250972906,0.01,0.273907821,0.589697182,0.705872877,0.072,0.429856279,0.188576399,0.422843151,0.05,0.042554451
513,0.01,0.102951211,0.273045359,0.638084872,0.072,0.139925804,0.035927936,0.074811016,0.01,0.678408525,0.500688795,0.200028919,0.072,0.315408029,0.299665226,0.372287636,0.05,0.065292515
514,0.01,0.68287836,0.244401164,0.548364007,0.072,0.009158799,0.21166925,0.199771177,0.01,0.429352699,0.057461647,0.624203785,0.072,0.123699495,0.384557479,0.456224486,0.05,0.157325548
515,0.01,0.585297733,0.522869647,0.28086854,0.072,0.45943165,0.167390378,0.324448937,0.01,0.588864214,0.299375169,0.23918641,0.072,0.260908534,0.464603265,0.528195561,0.05,0.152623356
516,0.01,0.522558302,0.713586162,0.077852013,0.072,0.131820632,0.402655204,0.467886854,0.01,0.677052932,0.32793467,0.070578523,0.072,0.248659879,0.131057247,0.165399586,0.05,0.216234916
517,0.01,0.059666398,0.653789162,0.337858578,0.072,0.338564313,0.050922467,0.191619957,0.01,0.070863726,0.759619541,0.637736703,0.072,0.261071404,0.127006247,0.5302025,0.05,0.096487047
518,0.01,0.127177701,0.444899867,0.745581555,0.072,0.002175605,0.135254911,0.53303826,0.01,0.135157914,0.089462327,0.4504479,0.072,0.489527292,0.270998376,0.564912498,0.05,0.190168076
519,0.01,0.058519177,0.784337384,0.322236447,0.072,0.163244639,0.316875376,0.172846712,0.01,0.068301431,0.001128391,0.355170849,0.072,0.475338424,0.325075025,0.567549746,0.05,0.080317061
520,0.01,0.221559501,0.126202074,0.129610235,0.072,0.161985987,0.450333146,0.514469857,0.01,0.770318864,0.183508827,0.696225061,0.072,0.186448891,0.064093429,0.494174158,0.05,0.178109578
521,0.01,0.130137408,0.339566693,0.226933579,0.072,0.418499315,0.257540419,0.561911009,0.01,0.043248536,0.28046206,0.380701132,0.072,0.285779859,0.179451547,0.414208461,0.05,0.244929181
522,0.01,0.741588249,0.636023768,0.671958356,0.072,0.312709731,0.469104513,0.17239022,0.01,0.314798222,0.250361281,0.369235995,0.072,0.162209222,0.546195299,0.177695749,0.05,0.027452471
523,0.01,0.416185561,0.045108272,0.087329101,0.072,0.124613173,0.263750942,0.24608653,0.01,0.631756571,0.584184977,0.336791452,0.072,0.18954399,0.179754269,0.43962921,0.05,0.014580274
524,0.01,0.010129103,0.62848007,0.376945637,0.072,0.074340487,0.133801451,0.529662245,0.01,0.679007351,0.56073019,0.380957932,0.072,0.29554382,0.553938896,0.548557612,0.05,0.060275333
525,0.01,0.640772607,0.155821706,0.168694608,0.072,0.384020843,0.230040624,0.529117223,0.01,0.070317691,0.404105256,0.725632009,0.072,0.513536559,0.088908593,0.208250214,0.05,0.173353992
526,0.01,0.125921959,0.764737516,0.72265197,0.072,0.094827702,0.068816302,0.048512018,0.01,0.718460495,0.15296281,0.328865094,0.072,0.254947576,0.340238273,0.040745675,0.05,0.063492413
527,0.01,0.735877406,0.717643985,0.617219611,0.072,0.011019908,0.185739845,0.356680562,0.01,0.217400267,0.718573489,0.500772675,0.072,0.040843015,0.516315174,0.544011462,0.05,0.021759477
528,0.01,0.420564586,0.239657783,0.31034287,0.072,0.102041892,0.328344954,0.544132273,0.01,0.397427354,0.065502519,0.489801053,0.072,0.193246661,0.486165508,0.246897188,0.05,0.053995091
529,0.01,0.150973442,0.607323703,0.209814203,0.072,0.435788568,0.116943993,0.182717857,0.01,0.367734708,0.745124721,0.736067826,0.072,0.117503225,0.203468415,0.084858853,0.05,0.142795822
530,0.01,0.363860215,0.711600528,0.734704248,0.072,0.217866278,0.279307152,0.50906219,0.01,0.637299168,0.002888486,0.252847056,0.072,0.239567769,0.130478849,0.113356678,0.05,0.010579662
531,0.01,0.508262083,0.207383129,0.041354271,0.072,0.131196248,0.455487125,0.483645855,0.01,0.381622334,0.32869583,0.772504418,0.072,0.113920727,0.122324073,0.165780557,0.05,0.048372049
532,0.01,0.299698823,0.719559039,0.486124794,0.072,0.23398564,0.530745331,0.027527684,0.01,0.166118181,0.447051998,0.486286572,0.072,0.022468664,0.228926014,0.368719452,0.05,0.195459753
533,0.01,0.504130523,0.253244947,0.073880898,0.072,0.24259987,0.07313252,0.538250238,0.01,0.375384984,0.250634748,0.605380216,0.072,0.282834801,0.176099326,0.461197678,0.05,0.242802602
534,0.01,0.531676451,0.037101894,0.447395075,0.072,0.43355151,0.077533711,0.129884987,0.01,0.697171133,0.01589616,0.594654439,0.072,0.26910323,0.253766586,0.00403083,0.05,0.229431505
535,0.01,0.284261672,0.427204849,0.535067542,0.072,0.399093599,0.542996673,0.301801093,0.01,0.315778445,0.753425865,0.507267086,0.072,0.169349402,0.071831691,0.478570957,0.05,0.101410849
536,0.01,0.52177108,0.371944971,0.157154526,0.072,0.341757994,0.034467983,0.234778517,0.01,0.431825802,0.34447711,0.591451018,0.072,0.470261374,0.438066066,0.022045754,0.05,0.054356056
537,0.01,0.423919932,0.738509412,0.659615852,0.072,0.478559601,0.172222254,0.243926406,0.01,0.371857698,0.124323551,0.024543823,0.072,0.537840847,0.136724749,0.136290977,0.05,0.023346135
538,0.01,0.733521124,0.457992321,0.526959117,0.072,0.517775672,0.196312256,0.353016153,0.01,0.030651569,0.147550297,0.656684186,0.072,0.435524426,0.199165049,0.214028437,0.05,0.149395241
539,0.01,0.000190394,0.190583025,0.164503129,0.072,0.142274314,0.457754519,0.158854751,0.01,0.151301844,0.398368134,0.683859579,0.072,0.137086632,0.044608586,0.20243789,0.05,0.209342511
540,0.01,0.43504553,0.645266762,0.758077797,0.072,0.450232287,0.342960149,0.280218022,0.01,0.031654578,0.777614363,0.302950087,0.072,0.086465626,0.37869063,0.161475748,0.05,0.164017916
541,0.01,0.463546647,0.352126559,0.660533706,0.072,0.150501291,0.254823312,0.305409129,0.01,0.524263529,0.619337762,0.311897753,0.072,0.366954664,0.085547021,0.529744121,0.05,0.107256466
542,0.01,0.576321923,0.016069455,0.162097843,0.072,0.276662885,0.498847402,0.299480925,0.01,0.734597681,0.382199548,0.387454786,0.072,0.068016176,0.455908747,0.140276354,0.05,0.251891497
